economy,year,sg_law_indx
aze,1988,61.2500000000
aze,1989,61.2500000000
aze,1990,61.2500000000
aze,1991,61.2500000000
aze,1992,61.2500000000
aze,1993,64.3750000000
aze,1994,64.3750000000
aze,1995,64.3750000000
aze,1996,64.3750000000
aze,1997,64.3750000000
aze,1998,64.3750000000
aze,1999,64.3750000000
aze,2000,66.8750000000
aze,2001,66.8750000000
aze,2002,66.8750000000
aze,2003,66.8750000000
aze,2004,66.8750000000
aze,2005,66.8750000000
aze,2006,66.8750000000
aze,2007,76.2500000000
aze,2008,76.2500000000
aze,2009,76.2500000000
aze,2010,76.2500000000
aze,2011,78.7500000000
aze,2012,78.7500000000
aze,2013,78.7500000000
aze,2014,78.7500000000
aze,2015,78.7500000000
aze,2016,78.7500000000
aze,2017,78.7500000000
aze,2018,78.7500000000
aze,2019,78.7500000000
aze,2020,78.7500000000
aze,2021,78.7500000000
bhs,1970,50.0000000000
bhs,1971,50.0000000000
bhs,1972,56.2500000000
bhs,1973,56.2500000000
bhs,1974,56.2500000000
bhs,1975,56.2500000000
bhs,1976,56.2500000000
bhs,1977,56.2500000000
bhs,1978,56.2500000000
bhs,1979,56.2500000000
bhs,1980,56.2500000000
bhs,1981,56.2500000000
bhs,1982,56.2500000000
bhs,1983,58.7500000000
bhs,1984,58.7500000000
bhs,1985,61.8750000000
bhs,1986,61.8750000000
bhs,1987,61.8750000000
bhs,1988,64.3750000000
bhs,1989,64.3750000000
bhs,1990,64.3750000000
bhs,1991,64.3750000000
bhs,1992,73.1250000000
bhs,1993,73.1250000000
bhs,1994,73.1250000000
bhs,1995,73.1250000000
bhs,1996,73.1250000000
bhs,1997,73.1250000000
bhs,1998,73.1250000000
bhs,1999,73.1250000000
bhs,2000,73.1250000000
bhs,2001,73.1250000000
bhs,2002,81.2500000000
bhs,2003,81.2500000000
bhs,2004,81.2500000000
bhs,2005,81.2500000000
bhs,2006,81.2500000000
bhs,2007,81.2500000000
bhs,2008,81.2500000000
bhs,2009,81.2500000000
bhs,2010,81.2500000000
bhs,2011,81.2500000000
bhs,2012,81.2500000000
bhs,2013,81.2500000000
bhs,2014,81.2500000000
bhs,2015,81.2500000000
bhs,2016,81.2500000000
bhs,2017,81.2500000000
bhs,2018,81.2500000000
bhs,2019,81.2500000000
bhs,2020,81.2500000000
bhs,2021,81.2500000000
bhr,1970,20.6250000000
bhr,1971,20.6250000000
bhr,1972,20.6250000000
bhr,1973,20.6250000000
bhr,1974,20.6250000000
bhr,1975,20.6250000000
bhr,1976,20.6250000000
bhr,1977,26.2500000000
bhr,1978,26.2500000000
bhr,1979,26.2500000000
bhr,1980,26.2500000000
bhr,1981,26.2500000000
bhr,1982,26.2500000000
bhr,1983,26.2500000000
bhr,1984,26.2500000000
bhr,1985,26.2500000000
bhr,1986,26.2500000000
bhr,1987,26.2500000000
bhr,1988,26.2500000000
bhr,1989,26.2500000000
bhr,1990,26.2500000000
bhr,1991,26.2500000000
bhr,1992,26.2500000000
bhr,1993,26.2500000000
bhr,1994,28.7500000000
bhr,1995,28.7500000000
bhr,1996,28.7500000000
bhr,1997,28.7500000000
bhr,1998,28.7500000000
bhr,1999,28.7500000000
bhr,2000,28.7500000000
bhr,2001,28.7500000000
bhr,2002,28.7500000000
bhr,2003,28.7500000000
bhr,2004,28.7500000000
bhr,2005,28.7500000000
bhr,2006,31.8750000000
bhr,2007,31.8750000000
bhr,2008,31.8750000000
bhr,2009,31.8750000000
bhr,2010,31.8750000000
bhr,2011,31.8750000000
bhr,2012,31.8750000000
bhr,2013,35.0000000000
bhr,2014,35.0000000000
bhr,2015,35.0000000000
bhr,2016,37.5000000000
bhr,2017,37.5000000000
bhr,2018,40.0000000000
bhr,2019,46.2500000000
bhr,2020,55.6250000000
bhr,2021,65.0000000000
bgd,1970,35.0000000000
bgd,1971,35.0000000000
bgd,1972,35.0000000000
bgd,1973,38.1250000000
bgd,1974,38.1250000000
bgd,1975,38.1250000000
bgd,1976,38.1250000000
bgd,1977,38.1250000000
bgd,1978,38.1250000000
bgd,1979,38.1250000000
bgd,1980,38.1250000000
bgd,1981,38.1250000000
bgd,1982,38.1250000000
bgd,1983,38.1250000000
bgd,1984,38.1250000000
bgd,1985,38.1250000000
bgd,1986,38.1250000000
bgd,1987,38.1250000000
bgd,1988,38.1250000000
bgd,1989,38.1250000000
bgd,1990,38.1250000000
bgd,1991,38.1250000000
bgd,1992,38.1250000000
bgd,1993,38.1250000000
bgd,1994,38.1250000000
bgd,1995,38.1250000000
bgd,1996,38.1250000000
bgd,1997,38.1250000000
bgd,1998,38.1250000000
bgd,1999,38.1250000000
bgd,2000,38.1250000000
bgd,2001,38.1250000000
bgd,2002,38.1250000000
bgd,2003,38.1250000000
bgd,2004,38.1250000000
bgd,2005,38.1250000000
bgd,2006,38.1250000000
bgd,2007,43.7500000000
bgd,2008,43.7500000000
bgd,2009,46.8750000000
bgd,2010,46.8750000000
bgd,2011,49.3750000000
bgd,2012,49.3750000000
bgd,2013,49.3750000000
bgd,2014,49.3750000000
bgd,2015,49.3750000000
bgd,2016,49.3750000000
bgd,2017,49.3750000000
bgd,2018,49.3750000000
bgd,2019,49.3750000000
bgd,2020,49.3750000000
bgd,2021,49.3750000000
brb,1970,60.0000000000
brb,1971,60.0000000000
brb,1972,60.0000000000
brb,1973,60.0000000000
brb,1974,60.0000000000
brb,1975,60.0000000000
brb,1976,60.0000000000
brb,1977,62.5000000000
brb,1978,62.5000000000
brb,1979,62.5000000000
brb,1980,65.6250000000
brb,1981,65.6250000000
brb,1982,68.1250000000
brb,1983,68.1250000000
brb,1984,68.1250000000
brb,1985,68.1250000000
brb,1986,68.1250000000
brb,1987,68.1250000000
brb,1988,68.1250000000
brb,1989,68.1250000000
brb,1990,68.1250000000
brb,1991,68.1250000000
brb,1992,70.6250000000
brb,1993,70.6250000000
brb,1994,70.6250000000
brb,1995,70.6250000000
brb,1996,70.6250000000
brb,1997,70.6250000000
brb,1998,70.6250000000
brb,1999,70.6250000000
brb,2000,70.6250000000
brb,2001,70.6250000000
brb,2002,70.6250000000
brb,2003,70.6250000000
brb,2004,70.6250000000
brb,2005,70.6250000000
brb,2006,70.6250000000
brb,2007,70.6250000000
brb,2008,70.6250000000
brb,2009,70.6250000000
brb,2010,70.6250000000
brb,2011,70.6250000000
brb,2012,70.6250000000
brb,2013,70.6250000000
brb,2014,70.6250000000
brb,2015,70.6250000000
brb,2016,70.6250000000
brb,2017,70.6250000000
brb,2018,76.8750000000
brb,2019,76.8750000000
brb,2020,80.0000000000
brb,2021,80.0000000000
blr,1970,53.1250000000
blr,1971,50.0000000000
blr,1972,55.0000000000
blr,1973,58.1250000000
blr,1974,58.1250000000
blr,1975,58.1250000000
blr,1976,58.1250000000
blr,1977,58.1250000000
blr,1978,58.1250000000
blr,1979,58.1250000000
blr,1980,58.1250000000
blr,1981,58.1250000000
blr,1982,58.1250000000
blr,1983,58.1250000000
blr,1984,58.1250000000
blr,1985,58.1250000000
blr,1986,58.1250000000
blr,1987,58.1250000000
blr,1988,58.1250000000
blr,1989,58.1250000000
blr,1990,58.1250000000
blr,1991,58.1250000000
blr,1992,61.2500000000
blr,1993,61.2500000000
blr,1994,63.7500000000
blr,1995,70.0000000000
blr,1996,70.0000000000
blr,1997,70.0000000000
blr,1998,70.0000000000
blr,1999,70.0000000000
blr,2000,73.1250000000
blr,2001,73.1250000000
blr,2002,73.1250000000
blr,2003,73.1250000000
blr,2004,73.1250000000
blr,2005,73.1250000000
blr,2006,73.1250000000
blr,2007,73.1250000000
blr,2008,73.1250000000
blr,2009,73.1250000000
blr,2010,73.1250000000
blr,2011,73.1250000000
blr,2012,73.1250000000
blr,2013,73.1250000000
blr,2014,75.6250000000
blr,2015,75.6250000000
blr,2016,75.6250000000
blr,2017,75.6250000000
blr,2018,75.6250000000
blr,2019,75.6250000000
blr,2020,75.6250000000
blr,2021,75.6250000000
bel,1970,38.1250000000
bel,1971,38.1250000000
bel,1972,40.6250000000
bel,1973,40.6250000000
bel,1974,40.6250000000
bel,1975,40.6250000000
bel,1976,40.6250000000
bel,1977,61.2500000000
bel,1978,61.2500000000
bel,1979,61.2500000000
bel,1980,61.2500000000
bel,1981,61.2500000000
bel,1982,61.2500000000
bel,1983,61.2500000000
bel,1984,61.2500000000
bel,1985,61.2500000000
bel,1986,61.2500000000
bel,1987,61.2500000000
bel,1988,61.2500000000
bel,1989,61.2500000000
bel,1990,61.2500000000
bel,1991,61.2500000000
bel,1992,61.2500000000
bel,1993,61.2500000000
bel,1994,61.2500000000
bel,1995,63.7500000000
bel,1996,63.7500000000
bel,1997,70.0000000000
bel,1998,72.5000000000
bel,1999,75.6250000000
bel,2000,75.6250000000
bel,2001,75.6250000000
bel,2002,75.6250000000
bel,2003,84.3750000000
bel,2004,84.3750000000
bel,2005,84.3750000000
bel,2006,84.3750000000
bel,2007,87.5000000000
bel,2008,87.5000000000
bel,2009,93.7500000000
bel,2010,93.7500000000
bel,2011,100.0000000000
bel,2012,100.0000000000
bel,2013,100.0000000000
bel,2014,100.0000000000
bel,2015,100.0000000000
bel,2016,100.0000000000
bel,2017,100.0000000000
bel,2018,100.0000000000
bel,2019,100.0000000000
bel,2020,100.0000000000
bel,2021,100.0000000000
blz,1970,51.2500000000
blz,1971,51.2500000000
blz,1972,51.2500000000
blz,1973,51.2500000000
blz,1974,51.2500000000
blz,1975,51.2500000000
blz,1976,51.2500000000
blz,1977,51.2500000000
blz,1978,51.2500000000
blz,1979,51.2500000000
blz,1980,53.7500000000
blz,1981,63.1250000000
blz,1982,63.1250000000
blz,1983,63.1250000000
blz,1984,63.1250000000
blz,1985,63.1250000000
blz,1986,63.1250000000
blz,1987,63.1250000000
blz,1988,63.1250000000
blz,1989,63.1250000000
blz,1990,63.1250000000
blz,1991,63.1250000000
blz,1992,63.1250000000
blz,1993,65.6250000000
blz,1994,65.6250000000
blz,1995,65.6250000000
blz,1996,65.6250000000
blz,1997,71.8750000000
blz,1998,71.8750000000
blz,1999,71.8750000000
blz,2000,71.8750000000
blz,2001,74.3750000000
blz,2002,76.8750000000
blz,2003,76.8750000000
blz,2004,76.8750000000
blz,2005,76.8750000000
blz,2006,76.8750000000
blz,2007,76.8750000000
blz,2008,76.8750000000
blz,2009,76.8750000000
blz,2010,76.8750000000
blz,2011,76.8750000000
blz,2012,79.3750000000
blz,2013,79.3750000000
blz,2014,79.3750000000
blz,2015,79.3750000000
blz,2016,79.3750000000
blz,2017,79.3750000000
blz,2018,79.3750000000
blz,2019,79.3750000000
blz,2020,79.3750000000
blz,2021,79.3750000000
ben,1970,28.1250000000
ben,1971,28.1250000000
ben,1972,28.1250000000
ben,1973,37.5000000000
ben,1974,40.0000000000
ben,1975,40.0000000000
ben,1976,40.0000000000
ben,1977,40.0000000000
ben,1978,40.0000000000
ben,1979,40.0000000000
ben,1980,40.0000000000
ben,1981,40.0000000000
ben,1982,40.0000000000
ben,1983,40.0000000000
ben,1984,40.0000000000
ben,1985,40.0000000000
ben,1986,40.0000000000
ben,1987,40.0000000000
ben,1988,40.0000000000
ben,1989,40.0000000000
ben,1990,40.0000000000
ben,1991,40.0000000000
ben,1992,40.0000000000
ben,1993,40.0000000000
ben,1994,40.0000000000
ben,1995,40.0000000000
ben,1996,40.0000000000
ben,1997,40.0000000000
ben,1998,49.3750000000
ben,1999,49.3750000000
ben,2000,49.3750000000
ben,2001,49.3750000000
ben,2002,49.3750000000
ben,2003,46.8750000000
ben,2004,46.8750000000
ben,2005,65.6250000000
ben,2006,65.6250000000
ben,2007,71.8750000000
ben,2008,71.8750000000
ben,2009,71.8750000000
ben,2010,71.8750000000
ben,2011,71.8750000000
ben,2012,74.3750000000
ben,2013,74.3750000000
ben,2014,74.3750000000
ben,2015,74.3750000000
ben,2016,74.3750000000
ben,2017,74.3750000000
ben,2018,74.3750000000
ben,2019,74.3750000000
ben,2020,77.5000000000
ben,2021,80.6250000000
btn,1970,55.0000000000
btn,1971,55.0000000000
btn,1972,55.0000000000
btn,1973,55.0000000000
btn,1974,55.0000000000
btn,1975,55.0000000000
btn,1976,55.0000000000
btn,1977,55.0000000000
btn,1978,55.0000000000
btn,1979,55.0000000000
btn,1980,55.0000000000
btn,1981,55.0000000000
btn,1982,55.0000000000
btn,1983,55.0000000000
btn,1984,55.0000000000
btn,1985,55.0000000000
btn,1986,55.0000000000
btn,1987,55.0000000000
btn,1988,55.0000000000
btn,1989,55.0000000000
btn,1990,55.0000000000
btn,1991,55.0000000000
btn,1992,55.0000000000
btn,1993,55.0000000000
btn,1994,55.0000000000
btn,1995,55.0000000000
btn,1996,55.0000000000
btn,1997,55.0000000000
btn,1998,55.0000000000
btn,1999,55.0000000000
btn,2000,55.0000000000
btn,2001,51.8750000000
btn,2002,51.8750000000
btn,2003,51.8750000000
btn,2004,51.8750000000
btn,2005,51.8750000000
btn,2006,51.8750000000
btn,2007,66.8750000000
btn,2008,66.8750000000
btn,2009,66.8750000000
btn,2010,69.3750000000
btn,2011,69.3750000000
btn,2012,69.3750000000
btn,2013,71.8750000000
btn,2014,71.8750000000
btn,2015,71.8750000000
btn,2016,71.8750000000
btn,2017,71.8750000000
btn,2018,71.8750000000
btn,2019,71.8750000000
btn,2020,71.8750000000
btn,2021,71.8750000000
bol,1970,36.8750000000
bol,1971,36.8750000000
bol,1972,36.8750000000
bol,1973,53.7500000000
bol,1974,53.7500000000
bol,1975,53.7500000000
bol,1976,53.7500000000
bol,1977,53.7500000000
bol,1978,53.7500000000
bol,1979,53.7500000000
bol,1980,53.7500000000
bol,1981,53.7500000000
bol,1982,53.7500000000
bol,1983,53.7500000000
bol,1984,53.7500000000
bol,1985,53.7500000000
bol,1986,53.7500000000
bol,1987,53.7500000000
bol,1988,56.2500000000
bol,1989,56.2500000000
bol,1990,56.2500000000
bol,1991,56.2500000000
bol,1992,56.2500000000
bol,1993,56.2500000000
bol,1994,56.2500000000
bol,1995,56.2500000000
bol,1996,58.7500000000
bol,1997,58.7500000000
bol,1998,58.7500000000
bol,1999,58.7500000000
bol,2000,58.7500000000
bol,2001,58.7500000000
bol,2002,58.7500000000
bol,2003,58.7500000000
bol,2004,58.7500000000
bol,2005,58.7500000000
bol,2006,58.7500000000
bol,2007,58.7500000000
bol,2008,61.8750000000
bol,2009,65.0000000000
bol,2010,65.0000000000
bol,2011,68.1250000000
bol,2012,68.1250000000
bol,2013,76.8750000000
bol,2014,76.8750000000
bol,2015,88.7500000000
bol,2016,88.7500000000
bol,2017,88.7500000000
bol,2018,88.7500000000
bol,2019,88.7500000000
bol,2020,88.7500000000
bol,2021,88.7500000000
bih,1970,58.1250000000
bih,1971,58.1250000000
bih,1972,58.1250000000
bih,1973,58.1250000000
bih,1974,58.1250000000
bih,1975,58.1250000000
bih,1976,58.1250000000
bih,1977,58.1250000000
bih,1978,58.1250000000
bih,1979,58.1250000000
bih,1980,58.1250000000
bih,1981,58.1250000000
bih,1982,58.1250000000
bih,1983,58.1250000000
bih,1984,58.1250000000
bih,1985,58.1250000000
bih,1986,58.1250000000
bih,1987,58.1250000000
bih,1988,58.1250000000
bih,1989,58.1250000000
bih,1990,58.1250000000
bih,1991,58.1250000000
bih,1992,58.1250000000
bih,1993,58.1250000000
bih,1994,58.1250000000
bih,1995,58.1250000000
bih,1996,58.1250000000
bih,1997,58.1250000000
bih,1998,58.1250000000
bih,1999,61.2500000000
bih,2000,66.8750000000
bih,2001,66.8750000000
bih,2002,66.8750000000
bih,2003,76.2500000000
bih,2004,76.2500000000
bih,2005,78.7500000000
bih,2006,78.7500000000
bih,2007,78.7500000000
bih,2008,78.7500000000
bih,2009,78.7500000000
bih,2010,81.8750000000
bih,2011,81.8750000000
bih,2012,81.8750000000
bih,2013,81.8750000000
bih,2014,81.8750000000
bih,2015,81.8750000000
bih,2016,85.0000000000
bih,2017,88.1250000000
bih,2018,85.0000000000
bih,2019,85.0000000000
bih,2020,85.0000000000
bih,2021,85.0000000000
bwa,1970,20.0000000000
bwa,1971,22.5000000000
bwa,1972,22.5000000000
bwa,1973,22.5000000000
bwa,1974,22.5000000000
bwa,1975,22.5000000000
bwa,1976,22.5000000000
bwa,1977,22.5000000000
bwa,1978,22.5000000000
bwa,1979,22.5000000000
bwa,1980,22.5000000000
bwa,1981,22.5000000000
bwa,1982,22.5000000000
bwa,1983,22.5000000000
bwa,1984,22.5000000000
bwa,1985,22.5000000000
bwa,1986,22.5000000000
bwa,1987,22.5000000000
bwa,1988,22.5000000000
bwa,1989,22.5000000000
bwa,1990,22.5000000000
bwa,1991,22.5000000000
bwa,1992,22.5000000000
bwa,1993,25.6250000000
bwa,1994,25.6250000000
bwa,1995,25.6250000000
bwa,1996,35.0000000000
bwa,1997,38.1250000000
bwa,1998,38.1250000000
bwa,1999,38.1250000000
bwa,2000,38.1250000000
bwa,2001,38.1250000000
bwa,2002,38.1250000000
bwa,2003,38.1250000000
bwa,2004,38.1250000000
bwa,2005,61.2500000000
bwa,2006,61.2500000000
bwa,2007,61.2500000000
bwa,2008,63.7500000000
bwa,2009,63.7500000000
bwa,2010,63.7500000000
bwa,2011,63.7500000000
bwa,2012,63.7500000000
bwa,2013,63.7500000000
bwa,2014,63.7500000000
bwa,2015,63.7500000000
bwa,2016,63.7500000000
bwa,2017,63.7500000000
bwa,2018,63.7500000000
bwa,2019,63.7500000000
bwa,2020,63.7500000000
bwa,2021,63.7500000000
bra,1970,31.2500000000
bra,1971,31.2500000000
bra,1972,31.2500000000
bra,1973,31.2500000000
bra,1974,30.6250000000
bra,1975,30.6250000000
bra,1976,30.6250000000
bra,1977,30.6250000000
bra,1978,33.1250000000
bra,1979,33.1250000000
bra,1980,33.1250000000
bra,1981,33.1250000000
bra,1982,33.1250000000
bra,1983,33.1250000000
bra,1984,33.1250000000
bra,1985,33.1250000000
bra,1986,33.1250000000
bra,1987,33.1250000000
bra,1988,33.1250000000
bra,1989,41.2500000000
bra,1990,50.6250000000
bra,1991,50.6250000000
bra,1992,50.6250000000
bra,1993,50.6250000000
bra,1994,50.6250000000
bra,1995,50.6250000000
bra,1996,50.6250000000
bra,1997,50.6250000000
bra,1998,50.6250000000
bra,1999,56.8750000000
bra,2000,56.8750000000
bra,2001,63.1250000000
bra,2002,79.3750000000
bra,2003,79.3750000000
bra,2004,79.3750000000
bra,2005,79.3750000000
bra,2006,79.3750000000
bra,2007,81.8750000000
bra,2008,81.8750000000
bra,2009,81.8750000000
bra,2010,81.8750000000
bra,2011,81.8750000000
bra,2012,81.8750000000
bra,2013,81.8750000000
bra,2014,81.8750000000
bra,2015,81.8750000000
bra,2016,81.8750000000
bra,2017,81.8750000000
bra,2018,81.8750000000
bra,2019,81.8750000000
bra,2020,85.0000000000
bra,2021,85.0000000000
brn,1970,38.7500000000
brn,1971,38.7500000000
brn,1972,38.7500000000
brn,1973,38.7500000000
brn,1974,38.7500000000
brn,1975,38.7500000000
brn,1976,38.7500000000
brn,1977,38.7500000000
brn,1978,38.7500000000
brn,1979,38.7500000000
brn,1980,38.7500000000
brn,1981,38.7500000000
brn,1982,38.7500000000
brn,1983,38.7500000000
brn,1984,41.8750000000
brn,1985,41.8750000000
brn,1986,41.8750000000
brn,1987,41.8750000000
brn,1988,41.8750000000
brn,1989,41.8750000000
brn,1990,41.8750000000
brn,1991,41.8750000000
brn,1992,41.8750000000
brn,1993,41.8750000000
brn,1994,41.8750000000
brn,1995,41.8750000000
brn,1996,41.8750000000
brn,1997,41.8750000000
brn,1998,41.8750000000
brn,1999,41.8750000000
brn,2000,46.8750000000
brn,2001,46.8750000000
brn,2002,46.8750000000
brn,2003,46.8750000000
brn,2004,46.8750000000
brn,2005,46.8750000000
brn,2006,46.8750000000
brn,2007,46.8750000000
brn,2008,46.8750000000
brn,2009,46.8750000000
brn,2010,53.1250000000
brn,2011,53.1250000000
brn,2012,53.1250000000
brn,2013,53.1250000000
brn,2014,53.1250000000
brn,2015,53.1250000000
brn,2016,53.1250000000
brn,2017,53.1250000000
brn,2018,53.1250000000
brn,2019,53.1250000000
brn,2020,53.1250000000
brn,2021,53.1250000000
bgr,1970,65.0000000000
bgr,1971,65.0000000000
bgr,1972,65.0000000000
bgr,1973,65.0000000000
bgr,1974,65.0000000000
bgr,1975,65.0000000000
bgr,1976,65.0000000000
bgr,1977,65.0000000000
bgr,1978,65.0000000000
bgr,1979,65.0000000000
bgr,1980,65.0000000000
bgr,1981,65.0000000000
bgr,1982,65.0000000000
bgr,1983,65.0000000000
bgr,1984,65.0000000000
bgr,1985,65.0000000000
bgr,1986,65.0000000000
bgr,1987,68.1250000000
bgr,1988,68.1250000000
bgr,1989,68.1250000000
bgr,1990,68.1250000000
bgr,1991,68.1250000000
bgr,1992,68.1250000000
bgr,1993,68.1250000000
bgr,1994,68.1250000000
bgr,1995,68.1250000000
bgr,1996,68.1250000000
bgr,1997,68.1250000000
bgr,1998,68.1250000000
bgr,1999,68.1250000000
bgr,2000,68.1250000000
bgr,2001,73.7500000000
bgr,2002,73.7500000000
bgr,2003,73.7500000000
bgr,2004,85.6250000000
bgr,2005,91.2500000000
bgr,2006,91.2500000000
bgr,2007,91.2500000000
bgr,2008,91.2500000000
bgr,2009,93.7500000000
bgr,2010,93.7500000000
bgr,2011,90.6250000000
bgr,2012,90.6250000000
bgr,2013,90.6250000000
bgr,2014,90.6250000000
bgr,2015,90.6250000000
bgr,2016,90.6250000000
bgr,2017,90.6250000000
bgr,2018,90.6250000000
bgr,2019,90.6250000000
bgr,2020,90.6250000000
bgr,2021,90.6250000000
bfa,1970,48.1250000000
bfa,1971,48.1250000000
bfa,1972,48.1250000000
bfa,1973,48.1250000000
bfa,1974,48.1250000000
bfa,1975,48.1250000000
bfa,1976,48.1250000000
bfa,1977,48.1250000000
bfa,1978,48.1250000000
bfa,1979,48.1250000000
bfa,1980,48.1250000000
bfa,1981,48.1250000000
bfa,1982,48.1250000000
bfa,1983,48.1250000000
bfa,1984,48.1250000000
bfa,1985,48.1250000000
bfa,1986,48.1250000000
bfa,1987,48.1250000000
bfa,1988,48.1250000000
bfa,1989,48.1250000000
bfa,1990,61.8750000000
bfa,1991,61.8750000000
bfa,1992,61.8750000000
bfa,1993,70.6250000000
bfa,1994,70.6250000000
bfa,1995,70.6250000000
bfa,1996,70.6250000000
bfa,1997,70.6250000000
bfa,1998,70.6250000000
bfa,1999,70.6250000000
bfa,2000,70.6250000000
bfa,2001,70.6250000000
bfa,2002,70.6250000000
bfa,2003,70.6250000000
bfa,2004,70.6250000000
bfa,2005,76.8750000000
bfa,2006,76.8750000000
bfa,2007,76.8750000000
bfa,2008,76.8750000000
bfa,2009,76.8750000000
bfa,2010,76.8750000000
bfa,2011,76.8750000000
bfa,2012,76.8750000000
bfa,2013,76.8750000000
bfa,2014,76.8750000000
bfa,2015,76.8750000000
bfa,2016,76.8750000000
bfa,2017,76.8750000000
bfa,2018,80.0000000000
bfa,2019,82.5000000000
bfa,2020,82.5000000000
bfa,2021,82.5000000000
bdi,1970,45.0000000000
bdi,1971,45.0000000000
bdi,1972,47.5000000000
bdi,1973,47.5000000000
bdi,1974,47.5000000000
bdi,1975,47.5000000000
bdi,1976,47.5000000000
bdi,1977,47.5000000000
bdi,1978,47.5000000000
bdi,1979,47.5000000000
bdi,1980,47.5000000000
bdi,1981,47.5000000000
bdi,1982,47.5000000000
bdi,1983,47.5000000000
bdi,1984,47.5000000000
bdi,1985,47.5000000000
bdi,1986,47.5000000000
bdi,1987,47.5000000000
bdi,1988,47.5000000000
bdi,1989,47.5000000000
bdi,1990,47.5000000000
bdi,1991,47.5000000000
bdi,1992,47.5000000000
bdi,1993,58.7500000000
bdi,1994,64.3750000000
bdi,1995,64.3750000000
bdi,1996,64.3750000000
bdi,1997,64.3750000000
bdi,1998,64.3750000000
bdi,1999,64.3750000000
bdi,2000,64.3750000000
